Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
5.25,1.52,12.79,"Green",13,5,False
4.54,2.69,15.53,"Purple",12,6,False
3.59,3.61,9.74,"Yellow",4,11,False
9.96,2.56,8.6,"Orange",10,3,False
7.18,3.53,8.47,"Yellow",13,4,False
6.69,1.25,13.78,"Blue",3,15,False
4.79,1.82,8.47,"Pink",10,10,False
2.23,3.71,10.25,"Orange",13,3,True
9.09,2.21,9.68,"Red",13,9,False
2.28,3.26,10.69,"Red",6,7,False
8.11,2.05,13.4,"Blue",14,3,False
2.17,2.08,14.65,"Pink",11,3,False
2.85,2.77,15.23,"Blue",6,4,False
6.63,1.84,9.77,"Orange",10,14,False
6.14,2.66,8.17,"Yellow",9,6,False
5.76,2.91,13.51,"Blue",10,9,False
2.56,1.71,15.31,"Yellow",15,3,False
6.88,3.74,14.2,"Pink",10,9,False
7.37,2.32,10.21,"Red",5,2,False
7.05,2.86,12.66,"Yellow",12,14,False
7.77,3.09,8.93,"Orange",7,6,False
5.37,2.86,14.06,"Pink",12,9,False
5.12,1.99,12.79,"Green",14,14,False
6.76,3.59,13.5,"Purple",12,11,False
3.44,3.86,15.49,"Purple",1,6,False
2.0,3.95,9.27,"Pink",7,10,False
8.72,5.24,13.69,"Red",11,10,True
8.19,2.69,13.64,"Red",5,1,True
4.16,3.46,13.8,"Pink",7,1,False
2.45,1.09,12.29,"Blue",2,5,False
7.36,3.62,13.91,"Pink",6,1,False
8.19,1.24,14.27,"Red",8,6,False
7.95,1.19,8.97,"Red",14,3,False
2.51,1.84,8.96,"Purple",6,4,False
4.68,2.14,15.85,"Yellow",5,4,False
7.58,2.2,10.16,"Orange",12,13,False
3.56,2.76,12.71,"Orange",12,9,False
6.47,3.32,14.43,"Red",15,10,False
9.46,2.32,13.08,"Blue",9,2,False
8.22,3.99,14.16,"Green",13,13,True
7.28,3.43,15.72,"Green",12,15,False
4.34,2.21,14.47,"Pink",15,15,False
5.92,3.31,12.34,"Yellow",5,13,False
6.85,2.9,9.46,"Pink",4,6,False
6.44,3.38,10.27,"Blue",5,15,False
2.59,1.46,12.85,"Green",10,7,False
9.37,1.31,9.44,"Yellow",3,2,False
9.18,3.09,8.79,"Yellow",4,8,False
7.78,1.18,10.85,"Pink",7,4,False
8.84,2.2,13.96,"Orange",13,1,False
5.37,2.11,14.78,"Pink",5,7,False
2.78,3.09,15.19,"Pink",5,14,False
8.31,5.32,6.74,"Green",11,2,True
7.79,1.22,15.0,"Pink",7,6,False
9.15,2.79,9.36,"Blue",7,6,False
6.01,3.83,12.58,"Yellow",15,5,False
5.25,3.0,12.83,"Pink",11,3,False
6.04,2.97,15.46,"Pink",13,2,False
7.59,3.61,10.83,"Yellow",5,10,False
6.65,3.88,10.43,"Red",10,3,False
6.37,5.29,12.57,"Blue",12,19,True
9.4,3.56,11.08,"Green",10,9,True
6.67,3.96,13.53,"Blue",1,8,False
9.22,1.07,11.11,"Yellow",8,13,False
9.68,2.3,12.18,"Red",3,9,False
6.21,2.44,12.7,"Blue",3,9,False
5.13,3.75,8.32,"Green",4,10,False
9.55,1.59,8.32,"Yellow",14,9,False
7.3,3.12,15.68,"Pink",14,9,True
5.81,3.55,12.22,"Blue",3,2,False
8.59,1.92,14.2,"Green",6,10,False
4.37,2.36,9.12,"Pink",7,3,False
5.88,1.09,14.24,"Yellow",3,1,True
8.34,3.27,10.25,"Pink",2,9,False
4.0,2.32,11.71,"Purple",15,2,True
8.51,4.35,8.48,"Red",15,7,True
9.4,1.12,12.99,"Green",13,12,False
3.58,3.36,13.54,"Orange",4,5,False
2.35,2.46,14.37,"Orange",12,12,False
6.96,1.74,10.17,"Orange",8,10,False
6.51,2.86,12.05,"Red",13,13,False
6.02,3.55,10.84,"Green",15,7,False
3.36,2.54,13.12,"Green",10,11,False
8.44,3.73,8.93,"Red",4,6,False
4.96,2.76,8.98,"Green",7,5,False
3.76,2.85,15.38,"Green",3,6,False
9.77,2.98,13.9,"Orange",12,13,False
8.65,1.74,15.55,"Orange",15,14,False
2.34,3.09,10.63,"Green",12,15,False
2.44,2.04,13.34,"Pink",12,8,False
2.65,2.72,10.08,"Orange",2,2,False
2.11,3.66,15.82,"Red",6,15,False
4.95,2.4,12.4,"Pink",2,10,False
8.78,1.91,9.69,"Yellow",6,10,False
10.62,3.25,14.63,"Green",3,6,True
6.11,1.71,15.06,"Red",13,15,True
9.4,3.44,11.08,"Pink",7,15,True
7.66,3.42,14.99,"Orange",5,11,False
2.0,2.31,8.78,"Purple",15,9,False
4.03,1.12,14.06,"Blue",11,8,False
6.59,1.79,13.12,"Pink",5,4,False
7.85,3.9,15.22,"Green",8,4,False
10.19,3.94,11.24,"Purple",12,2,True
8.88,1.89,12.38,"Green",5,1,False
4.87,2.14,11.36,"Orange",14,15,False
9.81,1.0,14.63,"Yellow",6,7,False
3.83,2.89,11.53,"Blue",4,10,False
2.76,1.31,14.87,"Orange",5,9,False
5.75,2.69,10.71,"Orange",3,11,False
6.99,3.21,6.27,"Green",4,19,True
2.95,3.4,12.4,"Orange",11,9,False
2.53,2.75,15.88,"Blue",3,7,False
5.83,2.33,13.76,"Yellow",8,6,False
3.4,1.3,4.96,"Blue",17,2,True
7.43,3.35,15.03,"Purple",6,14,False
7.23,1.91,10.71,"Pink",13,11,False
8.72,3.86,8.79,"Red",12,11,True
7.58,1.17,8.63,"Purple",5,7,False
9.4,3.03,13.23,"Orange",16,5,True
7.24,5.46,12.15,"Orange",2,11,True
7.01,1.24,8.83,"Blue",3,13,False
9.95,2.62,11.21,"Pink",9,15,False
9.94,1.29,8.09,"Purple",12,6,True
5.04,3.57,13.17,"Pink",5,12,False
8.53,1.3,8.06,"Red",3,9,False
9.55,3.06,12.84,"Blue",10,10,False
8.38,2.78,13.1,"Blue",4,7,False
4.7,1.57,14.2,"Purple",1,12,False
2.08,3.53,9.42,"Orange",2,15,False
2.84,1.13,14.53,"Red",7,7,False
7.93,2.11,11.54,"Green",2,2,False
5.61,3.1,12.45,"Purple",9,10,False
3.8,3.04,9.22,"Blue",10,4,False
4.31,2.32,12.12,"Purple",5,2,False
4.91,2.86,5.63,"Green",3,10,True
4.03,1.3,15.38,"Red",10,15,False
9.45,1.88,15.9,"Purple",6,4,False
2.72,1.84,12.4,"Pink",11,11,False
5.79,2.87,14.87,"Purple",14,5,False
9.35,3.65,15.65,"Orange",15,5,False
6.62,3.31,7.4,"Purple",1,12,True
4.04,1.46,13.38,"Purple",10,11,False
3.19,2.3,13.94,"Blue",10,12,False
9.61,2.27,14.6,"Red",4,1,False
2.62,3.28,12.08,"Green",15,8,False
8.84,2.04,12.65,"Purple",12,6,True
6.61,3.31,15.76,"Orange",13,13,False
8.98,2.86,13.69,"Yellow",5,15,False
3.76,1.37,11.59,"Orange",8,8,False
7.51,1.88,14.36,"Blue",9,6,False
5.93,1.21,10.57,"Pink",10,2,False
3.08,3.7,15.38,"Yellow",4,14,False
3.88,2.76,4.29,"Yellow",3,13,True
5.48,1.34,11.91,"Orange",2,3,False
5.41,2.48,8.95,"Purple",3,12,False
2.7,1.64,8.03,"Pink",10,4,True
4.92,2.61,10.84,"Orange",8,11,True
7.95,1.79,14.79,"Red",5,6,False
6.03,1.06,15.28,"Orange",11,13,False
3.18,3.24,11.44,"Pink",15,8,False
2.66,2.7,11.31,"Blue",12,6,False
7.98,1.82,10.91,"Purple",12,1,False
9.24,5.94,6.9,"Purple",11,4,True
8.95,1.05,7.19,"Yellow",9,9,True
6.54,1.95,15.42,"Orange",1,13,False
9.56,1.77,15.54,"Pink",1,9,False
6.26,2.88,4.4,"Blue",14,4,True
7.74,3.6,12.62,"Purple",15,13,False
3.16,1.08,11.83,"Blue",5,5,True
4.17,2.51,13.95,"Orange",1,3,False
8.13,1.13,14.73,"Pink",11,5,False
11.17,1.78,13.13,"Orange",9,16,True
9.82,1.76,14.11,"Purple",15,13,True
3.35,2.33,8.82,"Orange",10,1,True
2.15,1.27,12.14,"Red",2,4,False
4.99,2.29,11.74,"Purple",9,11,False
3.25,2.59,13.06,"Green",5,3,False
4.65,4.32,12.62,"Green",14,15,True
5.45,2.06,11.69,"Yellow",3,11,False
4.9,2.53,15.4,"Red",10,1,False
5.61,3.28,9.51,"Orange",11,14,False
7.16,3.49,9.02,"Pink",2,10,False
4.49,3.5,9.03,"Purple",11,8,False
8.03,5.07,10.71,"Pink",12,12,True
4.34,3.27,10.84,"Pink",15,11,False
8.76,1.58,11.43,"Purple",3,6,False
2.3,3.51,15.95,"Orange",13,3,False
5.73,2.37,15.18,"Purple",15,1,False
10.46,2.38,15.69,"Blue",18,19,True
2.03,1.64,15.49,"Green",5,4,False
6.16,2.33,15.81,"Blue",14,10,False
5.89,1.71,11.75,"Orange",10,8,False
2.53,2.45,13.52,"Green",6,12,False
5.22,2.92,8.6,"Yellow",1,11,True
9.11,3.34,8.99,"Orange",9,15,False
8.99,3.89,14.65,"Orange",3,6,True
9.75,2.08,8.28,"Purple",15,1,False
3.8,3.04,12.75,"Yellow",7,2,False
5.23,3.9,14.2,"Blue",2,2,False
7.13,1.62,8.06,"Red",4,9,False
2.08,4.25,8.73,"Purple",9,13,True
8.91,3.34,13.82,"Green",12,5,False
7.71,3.21,8.41,"Orange",2,15,False
8.89,2.17,10.2,"Blue",12,1,True
5.36,3.08,10.67,"Yellow",16,16,True
5.47,3.97,10.43,"Green",13,1,False
6.47,1.9,12.43,"Yellow",9,1,False
5.66,1.73,12.8,"Pink",3,6,False
5.69,3.27,12.98,"Orange",1,6,False
8.89,1.36,8.58,"Orange",11,5,False
7.3,2.13,10.04,"Purple",12,6,False
4.45,3.77,15.92,"Yellow",11,14,False
6.95,1.56,11.99,"Yellow",7,11,False
8.14,1.6,9.4,"Red",5,4,False
6.82,1.01,14.85,"Orange",5,2,False
6.77,1.57,8.59,"Red",5,1,False
2.81,1.34,11.26,"Pink",11,1,False
8.94,1.74,15.41,"Red",13,8,False
2.33,1.56,13.82,"Yellow",10,7,False
6.12,2.46,8.59,"Green",15,13,False
2.97,1.28,8.17,"Orange",15,9,False
6.99,3.95,13.49,"Orange",15,6,False
6.04,2.72,8.74,"Pink",16,12,True
8.7,1.71,10.34,"Green",15,15,False
2.29,2.79,11.0,"Orange",2,1,False
3.91,3.7,10.79,"Orange",6,14,False
6.38,1.02,10.28,"Orange",9,14,False
9.8,3.08,12.11,"Orange",14,14,False
2.43,3.48,10.38,"Orange",5,13,False
5.8,5.98,14.43,"Yellow",14,13,True
7.08,1.49,15.65,"Orange",10,15,False
4.18,4.16,8.06,"Purple",3,13,True
3.57,2.19,11.66,"Orange",8,11,False
5.77,1.96,10.12,"Green",9,15,False
8.16,2.14,9.31,"Blue",15,11,False
6.98,3.23,8.2,"Blue",11,6,False
8.7,3.81,12.04,"Yellow",9,14,False
2.3,3.75,10.77,"Pink",2,15,False
2.15,1.28,15.04,"Orange",13,10,False
3.53,2.67,10.25,"Pink",12,13,False
4.93,2.39,15.32,"Green",13,4,False
2.1,2.11,15.61,"Green",12,12,True
6.03,2.5,12.4,"Pink",12,15,False
4.76,2.58,14.24,"Blue",5,9,False
6.96,1.28,14.11,"Purple",11,5,False
8.57,3.71,15.43,"Pink",18,17,True
6.65,3.76,15.68,"Red",4,5,False
4.82,1.27,9.49,"Pink",7,1,False
4.55,2.17,15.62,"Red",12,13,False
4.44,1.65,13.99,"Red",10,14,False
3.91,3.82,9.91,"Orange",10,2,False
6.17,2.34,8.19,"Green",14,11,False
6.56,3.17,9.2,"Red",5,11,False
8.6,2.9,11.29,"Yellow",8,9,False
3.44,2.31,8.31,"Orange",7,1,True
5.93,3.19,13.73,"Blue",15,13,False
8.09,2.0,13.53,"Purple",9,8,False
3.61,1.91,11.97,"Orange",2,10,False
9.41,2.65,10.77,"Orange",10,5,False
9.16,5.08,13.17,"Pink",8,11,True
4.69,3.4,9.7,"Pink",2,13,False
8.89,1.94,13.63,"Blue",6,12,False
5.3,1.15,15.72,"Blue",14,4,False
8.2,3.85,11.41,"Green",10,13,False
6.15,1.78,13.04,"Blue",14,6,False
6.2,3.47,9.77,"Yellow",7,9,False
8.59,3.68,10.15,"Red",7,6,False
2.26,3.49,13.83,"Red",3,8,False
4.0,3.22,15.94,"Yellow",1,5,True
8.86,2.5,15.11,"Red",1,3,False
2.52,2.37,6.24,"Orange",2,17,True
6.26,2.61,8.94,"Pink",8,11,False
4.42,3.85,10.17,"Green",10,2,False
8.43,2.16,8.37,"Green",10,14,False
8.94,1.64,10.37,"Pink",5,10,False
5.93,2.67,12.98,"Pink",2,4,False
8.35,3.91,9.66,"Orange",4,2,True
2.9,3.55,14.75,"Blue",15,6,False
11.2,2.86,15.19,"Blue",6,14,True
4.84,1.27,11.77,"Yellow",5,10,False
8.65,3.13,12.09,"Yellow",2,4,True
2.21,5.75,10.9,"Orange",11,5,True
3.8,1.34,11.11,"Red",15,8,False
7.79,2.76,12.71,"Yellow",14,11,False
3.47,1.68,9.6,"Pink",6,15,False
9.68,2.64,13.4,"Pink",12,12,False
8.33,2.07,8.63,"Yellow",1,11,False
9.4,1.84,8.55,"Green",15,9,False
7.63,1.45,11.4,"Orange",12,7,False
9.22,1.53,12.67,"Orange",9,13,False
6.44,3.06,14.54,"Red",10,1,False
4.31,3.32,15.63,"Green",13,3,False
7.25,1.48,9.79,"Pink",7,2,False
3.27,4.91,4.38,"Red",15,8,True
9.46,3.98,8.49,"Red",19,16,True
7.56,3.26,12.18,"Red",8,4,False
9.52,1.85,10.23,"Purple",9,15,False
5.37,3.92,8.52,"Yellow",3,5,False
2.49,2.46,10.16,"Orange",10,12,False
7.34,1.47,10.28,"Orange",14,3,False
9.72,1.91,15.46,"Blue",9,12,False
3.41,2.97,13.23,"Yellow",6,1,False
6.79,3.94,11.1,"Yellow",4,14,False
7.86,3.98,12.84,"Yellow",14,7,False
7.16,1.34,14.66,"Purple",5,13,False
10.67,2.16,12.42,"Purple",2,10,True
3.32,1.62,14.18,"Yellow",6,11,False
11.75,5.99,15.72,"Orange",7,4,True
9.19,3.98,9.02,"Pink",3,11,False
4.65,3.6,12.97,"Red",13,14,False
2.06,3.16,10.92,"Red",7,11,False
5.18,2.86,9.11,"Orange",3,10,False
11.92,2.55,13.24,"Blue",12,15,True
7.57,2.72,14.74,"Pink",10,7,False
3.04,1.8,15.1,"Yellow",9,8,False
6.85,1.29,13.98,"Pink",14,2,False
7.17,2.76,8.54,"Orange",6,12,False
4.28,1.39,9.31,"Purple",7,8,False
8.36,1.88,11.38,"Pink",9,4,False
4.94,3.39,14.35,"Pink",10,6,False
6.2,3.58,15.51,"Red",3,11,False
9.11,3.9,10.19,"Yellow",2,9,False
2.99,1.08,9.63,"Blue",1,11,True
8.54,3.42,8.93,"Green",9,13,False
8.05,2.71,8.09,"Purple",1,6,False
3.46,1.66,13.53,"Blue",12,3,True
9.96,1.73,11.73,"Red",8,11,False
9.52,2.72,14.64,"Yellow",6,11,False
7.6,3.5,14.64,"Blue",7,1,False
9.5,3.33,7.28,"Red",3,7,True
5.98,4.75,11.61,"Yellow",12,8,True
8.21,1.16,9.26,"Yellow",10,10,False
5.83,2.48,8.95,"Red",15,9,False
7.69,3.43,8.53,"Orange",2,11,False
7.59,3.62,15.56,"Pink",8,10,False
7.47,2.68,8.93,"Green",9,5,False
2.14,3.01,8.26,"Blue",1,5,False
5.7,1.82,12.22,"Green",4,10,False
9.98,2.17,13.04,"Purple",2,7,False
6.25,1.02,4.53,"Pink",6,8,True
5.97,1.14,15.54,"Yellow",9,15,False
5.21,1.75,13.19,"Purple",1,8,False
2.32,2.0,15.83,"Red",4,7,False
6.74,1.7,14.91,"Orange",1,11,False
3.68,1.8,8.05,"Yellow",5,3,False
2.76,2.82,11.27,"Purple",2,11,False
9.18,1.13,10.1,"Purple",10,14,False
3.36,2.75,15.25,"Green",6,11,False
4.02,2.94,13.9,"Red",15,3,False
9.28,1.11,13.2,"Yellow",7,15,False
3.38,2.34,11.35,"Blue",1,1,False
7.89,1.88,12.37,"Orange",13,15,False
2.64,1.8,12.36,"Red",14,12,False
4.99,2.28,12.45,"Purple",3,13,False
6.53,2.02,9.57,"Yellow",8,8,False
6.89,3.15,11.32,"Yellow",5,4,False
9.16,1.63,10.0,"Purple",13,14,False
5.54,1.69,9.23,"Red",12,14,True
5.1,2.34,15.65,"Red",4,1,False
9.93,2.77,8.04,"Blue",3,3,False
8.36,1.63,14.41,"Yellow",3,3,False
8.74,2.02,15.1,"Pink",13,8,False
7.94,3.52,8.44,"Yellow",8,11,False
3.64,1.44,15.45,"Orange",15,3,False
3.92,3.6,8.91,"Green",14,3,False
3.25,3.43,10.83,"Purple",10,12,False
7.56,1.43,15.02,"Yellow",9,2,False
9.63,3.23,12.06,"Green",18,1,True
5.42,2.3,13.97,"Pink",3,9,False
4.43,1.71,12.0,"Red",10,10,False
8.98,1.53,15.05,"Pink",2,8,True
5.36,2.77,13.02,"Red",2,1,False
3.19,2.58,14.12,"Yellow",11,1,True
8.29,3.91,8.42,"Blue",3,6,False
2.08,1.36,13.06,"Orange",7,9,False
4.29,2.32,12.17,"Pink",3,5,False
6.65,3.13,13.58,"Orange",3,2,False
2.45,2.9,11.62,"Pink",4,10,False
4.32,2.02,13.85,"Blue",9,1,False
7.59,2.0,11.52,"Orange",3,9,False
7.04,2.99,15.76,"Pink",10,10,False
4.06,2.93,9.51,"Orange",1,12,False
3.42,3.84,10.89,"Purple",10,10,False
4.64,1.47,15.71,"Blue",16,5,True
9.92,2.22,11.97,"Yellow",13,15,True
3.19,2.84,14.97,"Yellow",2,13,False
8.43,2.06,9.34,"Blue",9,7,False
2.27,3.61,14.64,"Green",12,4,False
9.9,1.15,12.06,"Yellow",1,13,False
9.11,3.87,11.79,"Blue",6,10,False
4.93,2.2,13.62,"Orange",1,2,False
9.16,4.1,8.49,"Orange",19,14,True
6.99,3.02,12.25,"Pink",5,4,False
5.42,3.96,15.1,"Red",4,13,False
8.45,3.15,11.86,"Purple",17,1,True
9.42,3.51,15.02,"Green",1,3,False
11.53,1.73,13.16,"Blue",14,9,True
4.4,1.06,10.46,"Yellow",14,12,False
7.62,3.38,15.65,"Yellow",4,3,True
5.98,3.92,15.45,"Green",1,8,False
2.18,1.15,13.4,"Blue",11,9,False
6.09,3.03,12.11,"Purple",11,8,False
5.59,1.13,10.91,"Blue",12,11,False
7.88,3.96,11.84,"Green",9,12,True
3.01,3.02,10.96,"Purple",3,2,False
4.9,3.13,13.14,"Yellow",15,10,True
7.81,2.63,11.1,"Red",8,4,False
6.56,2.62,9.92,"Green",12,3,False
5.67,2.85,14.8,"Red",11,4,False
9.05,2.85,8.13,"Red",10,6,False
6.45,3.06,12.59,"Green",4,11,False
3.2,3.2,11.56,"Green",2,14,False
6.46,3.71,12.62,"Purple",4,8,True
8.85,2.77,8.69,"Red",13,5,True
10.0,1.47,9.35,"Pink",12,12,False
7.21,1.79,15.58,"Pink",12,8,False
2.59,3.37,10.94,"Yellow",15,8,False
2.35,2.06,10.2,"Blue",13,15,False
4.45,2.81,8.25,"Green",15,8,False
8.89,1.73,10.95,"Pink",12,4,True
6.83,1.3,15.22,"Yellow",8,14,False
3.17,5.97,9.99,"Yellow",17,11,True
9.59,1.25,10.49,"Red",15,9,False
9.61,2.53,13.76,"Purple",3,14,False
8.88,4.39,14.5,"Purple",13,11,True
4.02,2.74,12.46,"Pink",7,7,False
9.45,5.08,5.86,"Red",7,8,True
8.27,4.02,4.77,"Blue",9,9,True
4.38,1.69,14.42,"Red",3,5,False
3.46,1.07,13.26,"Blue",4,15,False
9.04,1.16,9.41,"Yellow",12,8,False
8.45,2.52,15.15,"Red",14,7,True
7.47,3.21,11.15,"Purple",9,7,False
5.23,2.93,8.89,"Yellow",4,5,False
5.72,3.23,4.54,"Yellow",14,11,True
7.79,1.17,10.23,"Yellow",1,6,False
5.21,1.44,10.78,"Purple",12,12,False
9.16,3.69,9.98,"Green",14,5,False
6.33,2.32,10.1,"Orange",14,4,True
8.06,1.64,10.88,"Red",12,1,False
5.13,2.19,9.86,"Orange",15,10,False
9.62,2.96,14.23,"Blue",11,4,False
9.81,1.02,13.4,"Blue",14,10,False
4.49,1.63,13.29,"Green",15,10,False
4.31,2.54,15.49,"Blue",8,2,False
8.05,2.29,14.58,"Pink",11,7,False
3.87,3.91,9.7,"Purple",18,1,True
3.37,2.52,9.35,"Orange",15,2,False
2.39,2.26,14.54,"Green",5,2,False
7.58,3.34,11.39,"Blue",3,4,False
5.05,3.44,9.78,"Pink",8,2,False
6.44,3.03,14.39,"Red",2,10,False
4.69,3.78,11.18,"Orange",15,7,False
7.94,3.26,12.51,"Purple",5,1,False
8.65,1.26,10.08,"Blue",7,5,False
9.44,3.53,8.33,"Purple",8,7,False
3.14,1.39,14.9,"Yellow",15,3,False
3.64,3.12,14.58,"Blue",9,3,False
6.2,2.05,15.49,"Purple",1,12,False
4.17,3.62,12.46,"Yellow",12,11,False
4.92,3.46,14.6,"Green",3,5,False
3.12,2.93,8.07,"Orange",14,11,False
8.49,2.06,13.74,"Green",2,5,False
4.05,1.13,11.87,"Purple",13,1,False
8.64,1.31,11.89,"Green",1,7,False
5.91,4.08,9.37,"Orange",12,3,True
8.41,1.18,12.99,"Blue",8,6,False
4.24,3.53,8.69,"Purple",6,2,False
2.16,3.87,12.15,"Purple",12,10,False
6.39,1.53,15.85,"Purple",5,11,False
8.77,3.56,15.86,"Orange",8,6,False
4.63,3.23,10.02,"Blue",1,1,False
9.86,3.73,12.73,"Orange",12,9,True
8.37,1.94,14.51,"Blue",3,15,False
8.46,3.32,8.24,"Yellow",14,2,False
4.05,2.65,15.24,"Pink",15,4,False
4.08,3.01,8.69,"Orange",11,7,False
6.63,1.97,15.13,"Pink",9,5,False
7.28,2.66,14.87,"Pink",3,9,False
8.8,1.51,12.3,"Green",11,14,False
4.09,1.23,14.82,"Blue",5,10,False
3.2,3.86,9.35,"Green",15,14,False
9.18,1.62,8.27,"Red",15,5,False
4.41,2.69,8.9,"Yellow",11,5,False
9.74,3.05,4.88,"Green",6,10,True
7.53,3.93,14.22,"Yellow",15,2,False
8.86,1.34,11.89,"Red",8,6,False
3.12,1.73,9.88,"Blue",5,1,False
2.72,2.86,15.81,"Yellow",12,12,False
6.67,2.15,13.21,"Purple",6,2,False
4.08,1.66,13.64,"Purple",6,5,True
7.13,3.57,8.37,"Purple",3,14,False
9.76,2.04,9.84,"Green",2,6,False
6.65,2.85,15.6,"Green",3,1,False
3.27,1.04,14.82,"Green",15,6,True
4.46,1.81,9.47,"Pink",3,10,False
7.77,2.15,14.97,"Purple",4,16,True
8.54,2.34,11.03,"Blue",2,5,False
9.74,2.86,9.16,"Red",13,13,True
8.6,2.28,8.57,"Yellow",10,6,False
4.72,1.37,13.3,"Orange",3,4,False
7.99,1.43,12.61,"Purple",12,11,False
8.97,1.41,13.37,"Orange",6,14,False
3.12,2.95,10.91,"Orange",8,9,False
5.67,3.86,8.47,"Blue",13,13,False
6.65,3.01,8.91,"Blue",9,11,False
10.68,3.02,15.83,"Green",4,12,True
3.47,3.66,8.6,"Green",5,15,False
5.53,2.23,12.26,"Yellow",7,14,False
8.6,1.07,11.75,"Green",2,13,False
9.41,2.11,10.7,"Green",16,7,True
7.04,3.54,11.58,"Pink",7,3,False
2.65,2.36,9.21,"Pink",14,9,False
2.83,3.18,8.43,"Blue",10,13,False
5.67,2.12,14.42,"Yellow",11,1,False
5.19,1.05,9.43,"Green",3,13,False
8.24,1.03,15.32,"Orange",13,14,True
5.53,3.24,15.68,"Red",4,10,False
9.24,3.58,14.44,"Blue",11,2,False
3.04,2.7,9.89,"Pink",4,13,False
5.93,1.02,8.66,"Pink",6,5,False
3.2,2.64,10.99,"Red",13,4,False
7.62,3.65,12.03,"Blue",12,6,False
3.82,2.43,8.86,"Yellow",5,5,False
2.16,1.19,14.67,"Pink",9,15,False
5.97,3.7,15.61,"Red",1,13,False
9.82,3.16,15.91,"Green",10,6,False
9.22,3.3,13.18,"Red",10,14,True
5.15,1.83,15.93,"Red",6,7,False
7.8,2.31,11.02,"Red",10,7,False
2.61,3.65,15.61,"Orange",13,11,False
6.12,1.76,14.23,"Blue",13,4,False
4.75,1.68,15.86,"Blue",1,15,True
4.7,3.64,9.61,"Purple",6,12,False
7.45,2.93,15.67,"Yellow",14,3,True
8.49,2.87,12.66,"Yellow",6,15,False
6.54,1.32,8.64,"Red",8,13,False
8.04,1.33,8.88,"Red",14,13,False
4.14,3.4,12.64,"Blue",6,2,False
6.1,3.29,9.85,"Purple",7,7,False
9.3,2.68,9.14,"Yellow",5,13,False
4.45,2.45,12.16,"Blue",8,10,False
2.06,3.15,15.31,"Yellow",13,10,True
6.2,3.8,13.01,"Yellow",8,1,False
9.76,4.94,13.72,"Green",13,12,True
7.34,1.35,11.55,"Red",2,8,False
5.26,1.41,9.19,"Yellow",8,18,True
9.17,1.69,10.34,"Red",14,12,False
8.24,4.89,13.38,"Green",2,1,True
4.05,3.72,15.41,"Purple",5,13,True
7.59,1.17,11.3,"Green",5,1,False
6.55,2.86,13.78,"Pink",5,4,False
4.78,1.54,9.2,"Orange",3,11,False
9.43,1.68,5.42,"Red",7,15,True
4.61,3.46,11.53,"Yellow",2,3,False
2.89,3.0,13.65,"Green",4,2,False
9.29,2.91,8.64,"Green",2,11,False
4.6,1.41,12.52,"Purple",10,11,False
6.04,1.38,14.82,"Red",4,9,False
2.14,2.86,10.95,"Pink",15,3,False
8.14,2.85,8.22,"Purple",11,11,False
4.6,2.98,11.3,"Blue",14,9,False
4.2,3.06,8.05,"Orange",9,15,False
6.56,2.21,14.95,"Yellow",10,3,False
9.28,4.83,8.57,"Pink",3,16,True
7.35,2.44,13.51,"Yellow",5,11,False
2.58,1.66,10.57,"Blue",10,4,True
8.44,2.41,12.74,"Pink",4,13,False
6.69,4.84,4.17,"Green",12,10,True
6.6,1.02,9.84,"Orange",8,14,False
9.98,4.93,12.45,"Purple",2,1,True
4.88,1.47,15.79,"Purple",2,3,False
6.52,1.47,11.01,"Blue",5,14,False
9.81,1.19,4.58,"Yellow",1,2,True
2.77,3.31,13.9,"Pink",10,8,False
9.97,2.89,14.07,"Green",5,12,False
5.14,2.6,14.31,"Purple",12,4,False
9.78,3.29,14.63,"Blue",11,13,False
4.93,2.71,13.73,"Pink",9,10,False
5.26,1.24,15.07,"Pink",12,3,False
8.14,3.6,8.25,"Red",9,12,True
4.95,2.11,15.07,"Blue",9,17,True
6.39,3.5,12.94,"Purple",15,5,False
7.9,1.88,13.85,"Pink",9,7,False
8.84,1.16,14.56,"Yellow",11,2,False
7.61,1.85,14.86,"Green",14,13,False
6.81,3.04,10.35,"Blue",1,12,False
8.21,1.52,9.63,"Green",13,9,False
6.81,3.52,11.37,"Orange",7,1,False
5.61,3.28,13.16,"Yellow",2,11,False
7.76,3.79,8.12,"Green",1,11,False
9.67,3.36,15.27,"Red",4,8,False
3.27,3.2,8.58,"Red",12,12,False
11.06,3.29,13.84,"Green",13,12,True
7.33,3.17,8.02,"Orange",7,8,False
5.78,1.49,9.94,"Pink",10,5,False
6.89,1.27,12.5,"Orange",7,9,False
3.65,1.54,11.78,"Yellow",6,8,False
8.72,3.78,15.32,"Purple",2,3,False
9.19,2.36,8.8,"Pink",8,8,False
6.11,2.91,14.76,"Red",9,14,False
4.14,3.52,4.51,"Orange",7,7,True
7.55,1.11,15.58,"Red",15,14,True
10.89,3.08,5.76,"Orange",17,17,True
4.69,3.63,8.77,"Purple",3,15,False
2.49,1.09,6.81,"Blue",14,7,True
3.49,1.15,12.11,"Purple",2,7,False
3.45,2.09,15.82,"Red",13,12,False
7.96,1.18,14.55,"Pink",5,14,False
11.83,3.05,14.4,"Yellow",19,15,True
